Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,Num Isolation Beds,Num ICU Beds,Num Ventilators,Corona Enquiry Calls,Num Calls State Helpline,Source1,...18,Source2,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
05/04/2020,Uttar Pradesh,5255,Samples Sent,278,4796,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA circular :/,NA,NA,5.29%,13.24,13237,19,224979000
05/04/2020,Uttar Pradesh,5255,Samples Sent,278,4796,179,NA,3927,Institutional,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29%,13.24,13237,19,224979000
09/04/2020,Uttar Pradesh,8402,Samples Sent,410,7898,94,NA,8671,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/c/1428198946/1789,NA,NA,4.88%,21.16,21164,20,224979000
10/04/2020,Uttar Pradesh,9332,Samples Sent,433,8798,101,NA,8771,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/c/1428198946/1831,NA,NA,4.64%,23.51,23506,22,224979000
11/04/2020,Uttar Pradesh,10595,Samples Sent,452,10012,131,NA,8084,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/c/1428198946/1882,NA,NA,4.27%,26.69,26688,23,224979000
12/04/2020,Uttar Pradesh,11855,Samples Sent,483,11250,122,NA,8836,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2132,NA,NA,4.07%,29.86,29861,25,224979000
13/04/2020,Uttar Pradesh,13287,Samples Sent,558,12542,177,NA,9274,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2199,NA,NA,4.20%,33.47,33469,24,224979000
14/04/2020,Uttar Pradesh,15914,Samples Sent,660,15134,120,NA,10661,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2294?single,NA,NA,4.15%,40.09,40086,24,224979000
15/04/2020,Uttar Pradesh,19506,Samples Sent,727,18595,184,NA,10952,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2356,NA,NA,3.73%,49.13,49134,27,224979000
16/04/2020,Uttar Pradesh,21384,Samples Sent,805,20374,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2448,NA,NA,3.76%,53.86,53864,27,224979000
17/04/2020,Uttar Pradesh,24643,Samples Sent,849,23648,146,NA,10841,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2504?single,NA,NA,3.45%,62.07,62073,29,224979000
18/04/2020,Uttar Pradesh,28484,Samples Sent,974,27262,248,NA,10234,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/2588,NA,NA,3.42%,71.75,71748,29,224979000
19/04/2020,Uttar Pradesh,31767,Samples Sent,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/c/1248471072/11950,NA,NA,3.46%,80.02,80018,29,224979000
20/04/2020,Uttar Pradesh,34326,Samples Sent,1184,32874,268,NA,10800,Institutional,NA,NA,NA,NA,NA,NA,https://twitter.com/ANINewsUP/status/1252244640079556609?s=09,NA,NA,3.45%,86.46,86463,29,224979000
21/04/2020,Uttar Pradesh,37933,Samples Sent,1337,36378,218,NA,11871,Institutional,NA,NA,NA,NA,NA,NA,https://twitter.com/ANINewsUP/status/1252619570222731265?s=19,NA,NA,3.52%,95.55,95549,28,224979000
22/04/2020,Uttar Pradesh,42192,Samples Sent,1449,40263,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANINewsUP/status/1252986461911052289/photo/1,NA,NA,3.43%,106.28,106277,29,224979000
23/04/2020,Uttar Pradesh,45483,Samples Sent,1510,43495,478,NA,12032,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3039?single,NA,NA,3.32%,114.57,114567,30,224979000
24/04/2020,Uttar Pradesh,53166,Samples Sent,1621,51161,384,NA,11936,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3111?single,NA,NA,3.05%,133.92,133919,33,224979000
25/04/2020,Uttar Pradesh,56851,Samples Sent,1793,54216,842,NA,11715,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3193?single,NA,NA,3.15%,143.2,143202,32,224979000
26/04/2020,Uttar Pradesh,61799,Samples Sent,1873,58492,984,NA,11363,Institutional,NA,NA,NA,NA,NA,NA,https://twitter.com/qazifarazahmad/status/1254434010375131138?s=19,NA,NA,3.03%,155.66,155665,33,224979000
27/04/2020,Uttar Pradesh,67145,Samples Sent,1896,64139,1020,NA,11725,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3405,NA,NA,2.82%,169.13,169131,35,224979000
28/04/2020,Uttar Pradesh,70307,Samples Sent,2053,67266,988,NA,11487,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3474,NA,NA,2.92%,177.1,177096,34,224979000
29/04/2020,Uttar Pradesh,73716,Samples Sent,2134,70436,1146,NA,11748,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3542,NA,NA,2.89%,185.68,185683,35,224979000
30/04/2020,Uttar Pradesh,78013,Samples Sent,2211,74864,938,NA,11782,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3626,NA,NA,2.83%,196.51,196506,35,224979000
01/05/2020,Uttar Pradesh,82459,Samples Sent,2328,79091,1040,NA,11769,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3728?single,NA,NA,2.82%,207.71,207705,35,224979000
02/05/2020,Uttar Pradesh,85729,Samples Sent,2487,82356,886,NA,11518,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3837?single,NA,NA,2.90%,215.94,215942,34,224979000
03/05/2020,Uttar Pradesh,95841,Samples Sent,2645,91828,1008,NA,11049,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3941?single,NA,NA,2.76%,241.41,241413,36,224979000
04/05/2020,Uttar Pradesh,98300,Samples Sent,2766,94682,852,NA,10970,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4016?single,NA,NA,2.81%,247.61,247607,36,224979000
05/05/2020,Uttar Pradesh,105234,Samples Sent,2880,101389,965,NA,11003,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4075,NA,NA,2.74%,265.07,265073,37,224979000
06/05/2020,Uttar Pradesh,109888,Samples Sent,2998,106043,847,NA,10797,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4163,NA,NA,2.73%,276.8,276796,37,224979000
07/05/2020,Uttar Pradesh,113670,Samples Sent,3071,109628,971,NA,9575,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4195,NA,NA,2.70%,286.32,286322,37,224979000
08/05/2020,Uttar Pradesh,119688,Samples Sent,3214,115646,828,NA,8722,Institutional,NA,NA,NA,NA,NA,NA,https://twitter.com/ANINewsUP/status/1258781538587758599?s=19,NA,https://t.me/indiacovid/4299?single,2.69%,301.48,301481,37,224979000
09/05/2020,Uttar Pradesh,124791,Samples Sent,3373,120764,654,NA,9003,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4398?single,NA,NA,2.70%,314.34,314335,37,224979000
10/05/2020,Uttar Pradesh,129955,Samples Sent,3467,125696,792,NA,8952,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4485,NA,NA,2.67%,327.34,327343,37,224979000
11/05/2020,Uttar Pradesh,135760,Samples Sent,3573,131293,894,NA,9515,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4555?single,NA,NA,2.63%,341.96,341965,38,224979000
12/05/2020,Uttar Pradesh,140166,Samples Sent,3664,135754,748,NA,9384,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4634?single,NA,NA,2.61%,353.06,353063,38,224979000
13/05/2020,Uttar Pradesh,145637,Samples Sent,3578,141068,811,NA,9510,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4705?single,NA,NA,2.46%,366.84,366844,41,224979000
14/05/2020,Uttar Pradesh,153139,Samples Sent,3902,147755,1482,NA,9911,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4767,NA,NA,2.55%,385.74,385741,39,224979000
15/05/2020,Uttar Pradesh,159282,Samples Sent,4057,153588,1637,NA,9879,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4823?single,NA,NA,2.55%,401.21,401214,39,224979000
16/05/2020,Uttar Pradesh,163105,Samples Sent,4258,157001,1846,NA,10201,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4903?single,NA,NA,2.61%,410.84,410844,38,224979000
17/05/2020,Uttar Pradesh,172219,Samples Sent,4464,165832,1923,NA,10601,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4984?single,NA,NA,2.59%,433.8,433801,39,224979000
18/05/2020,Uttar Pradesh,176479,Samples Sent,4605,170132,1742,NA,10983,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5065?single,NA,NA,2.61%,444.53,444531,38,224979000
19/05/2020,Uttar Pradesh,182184,Samples Sent,4926,175412,1846,NA,12427,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5132?single,NA,NA,2.70%,458.9,458902,37,224979000
20/05/2020,Uttar Pradesh,191164,Samples Sent,5175,184209,1780,NA,13178,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5225?single,NA,NA,2.71%,481.52,481521,37,224979000
21/05/2020,Uttar Pradesh,206811,Samples Sent,5515,199469,1827,NA,11782,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5279?single,NA,NA,NA,NA,NA,NA,NA
22/05/2020,Uttar Pradesh,214060,Samples Sent,5735,207079,1246,NA,11337,Institutional,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5343,NA,NA,NA,NA,NA,NA,NA
23/05/2020,Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/04/2020,Uttarakhand,678,Samples Sent,7,554,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.facebook.com/UKMedicalHealth/photos/a.1666257713623931/2556543367928690/?type=3&theater,NA,NA,1.03%,1.71,1708,97,11141000
07/04/2020,Uttarakhand,1289,Samples Sent,32,1092,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.48%,3.25,3247,40,11141000
09/04/2020,Uttarakhand,1531,Samples Sent,35,1235,261,NA,1637,Institutional,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_9_April_2020_8.00PM.pdf,NA,NA,2.29%,3.86,3856,44,11141000
10/04/2020,Uttarakhand,1688,Samples Sent,35,1320,333,NA,3770,Institutional,NA,NA,NA,NA,NA,478,http://health.uk.gov.in/files/Health_Bulletin__Uttarakhand_Novel_Corona_Virus_10_April_2020__5_PM.pdf,NA,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.07%,4.25,4252,48,11141000
11/04/2020,Uttarakhand,1705,Samples Sent,35,1340,330,NA,2693,Institutional,NA,NA,NA,NA,NA,480,http://health.uk.gov.in/files/11.04.2020_Daily_Bulletin.pdf,NA,http://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,2.05%,4.29,4295,49,11141000
12/04/2020,Uttarakhand,1820,Samples Sent,35,1452,333,NA,1823,Institutional,NA,NA,NA,NA,NA,448,https://m.facebook.com/UKMedicalHealth/photos/pcb.2564454990470861/2564454917137535/?type=3&source=49,NA,NA,1.92%,4.58,4584,52,11141000
13/04/2020,Uttarakhand,1998,Samples Sent,35,1665,298,NA,1814,Institutional,NA,NA,NA,NA,NA,NA,https://www.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2565229507060076/?type=3&theater,NA,NA,1.75%,5.03,5033,57,11141000
14/04/2020,Uttarakhand,2174,Samples Sent,35,1838,305,NA,1818,Institutional,NA,NA,NA,NA,NA,NA,https://www.facebook.com/UKMedicalHealth/photos/rpp.1665195163730186/2566043650311995/?type=3&theater,NA,NA,1.61%,5.48,5476,62,11141000
15/04/2020,Uttarakhand,2413,Samples Sent,37,2022,354,NA,1833,Institutional,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/Corrected-15-04-2020-Health-Bulletin.pdf,NA,NA,1.53%,6.08,6078,65,11141000
16/04/2020,Uttarakhand,2593,Samples Sent,37,2210,346,NA,1898,Institutional,NA,NA,NA,NA,NA,353,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2567811600135200/?type=3&source=48&__tn__=EH-R,NA,NA,1.43%,6.53,6531,70,11141000
17/04/2020,Uttarakhand,2831,Samples Sent,40,2420,371,NA,1848,Institutional,NA,NA,NA,NA,NA,420,https://m.facebook.com/story.php?story_fbid=2568731796709847&id=1665195163730186&__tn__=%2As%2As-R,NA,NA,1.41%,7.13,7131,71,11141000
18/04/2020,Uttarakhand,3158,Samples Sent,42,2710,406,NA,2041,Institutional,NA,NA,NA,NA,NA,446,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2569600566622970/?type=3,NA,NA,1.33%,7.95,7955,75,11141000
19/04/2020,Uttarakhand,3344,Samples Sent,44,3046,255,NA,2153,Institutional,NA,NA,NA,NA,NA,NA,https://m.facebook.com/UKMedicalHealth/photos/a.1933022463614120/2570573469859013/?type=3&source=48,NA,NA,1.32%,8.42,8423,76,11141000
20/04/2020,Uttarakhand,3677,Samples Sent,46,3228,469,NA,1818,Institutional,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.20_Health_Bulletin.pdf,NA,NA,1.25%,9.26,9262,80,11141000
21/04/2020,Uttarakhand,4061,Samples Sent,46,3445,570,NA,2101,Institutional,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.21_Health_Bulletin.pdf,NA,NA,1.13%,10.23,10229,88,11141000
22/04/2020,Uttarakhand,4275,Samples Sent,46,3664,NA,NA,NA,NA,NA,856,498,189,NA,NA,http://health.uk.gov.in/files/2020.04.22_Health_Bulletin_Summary.pdf,NA,NA,1.08%,10.77,10768,93,11141000
23/04/2020,Uttarakhand,4473,Samples Sent,47,3879,265,NA,2565,Institutional,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.23_Health_Bulletin.pdf,NA,NA,1.05%,11.27,11267,95,11141000
24/04/2020,Uttarakhand,4767,Samples Sent,48,4239,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.24_Health_Bulletin.pdf,NA,NA,1.01%,12.01,12008,99,11141000
25/04/2020,Uttarakhand,5194,Samples Sent,48,4423,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1254054806567751680,NA,NA,0.92%,13.08,13083,108,11141000
26/04/2020,Uttarakhand,5277,Samples Sent,50,4675,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.26_Health_Bulletin.pdf,NA,NA,0.95%,13.29,13292,106,11141000
27/04/2020,Uttarakhand,5463,Samples Sent,51,4912,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.27_Health_Bulletin.pdf,NA,NA,0.93%,13.76,13761,107,11141000
28/04/2020,Uttarakhand,5739,Samples Sent,52,5212,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1255131631137943552?s=09,NA,NA,0.91%,14.46,14456,110,11141000
29/04/2020,Uttarakhand,6046,Samples Sent,54,5547,208,NA,2218,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/Health_Bulletin_2020.04.29.pdf,NA,NA,0.89%,15.23,15229,112,11141000
30/04/2020,Uttarakhand,6565,Samples Sent,57,6100,252,NA,2221,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.04.30_Health_Bulletin.pdf,NA,NA,0.87%,16.54,16537,115,11141000
01/05/2020,Uttarakhand,7042,Samples Sent,57,6533,192,NA,2307,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.01_Health_Bulletin.pdf,NA,NA,0.81%,17.74,17738,124,11141000
02/05/2020,Uttarakhand,7369,Samples Sent,59,6786,258,NA,2862,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.02_Health_Bulletin.pdf,NA,NA,0.80%,18.56,18562,125,11141000
03/05/2020,Uttarakhand,7578,Samples Sent,60,6986,266,NA,2715,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.03_Health_Bulletin.pdf,NA,NA,0.79%,19.09,19088,126,11141000
04/05/2020,Uttarakhand,7806,Samples Sent,60,7134,346,NA,2715,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.04_Health_Bulletin.pdf,NA,NA,0.77%,19.66,19662,130,11141000
05/05/2020,Uttarakhand,8060,Samples Sent,61,7357,367,NA,2464,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.05_Health_Bulletin.pdf,NA,NA,0.76%,20.3,20302,132,11141000
06/05/2020,Uttarakhand,8346,Samples Sent,61,7698,286,NA,2452,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.06_Health_Bulletin.pdf,NA,NA,0.73%,21.02,21023,137,11141000
07/05/2020,Uttarakhand,8783,Samples Sent,61,8138,257,NA,3110,Facility,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1258329513764757504?s=19,NA,https://t.me/indiacovid/4177,0.69%,22.12,22123,144,11141000
08/05/2020,Uttarakhand,9116,Samples Sent,61,8485,230,NA,2687,Facility,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4250,NA,NA,0.67%,22.96,22962,149,11141000
09/05/2020,Uttarakhand,9386,Samples Sent,67,8659,280,NA,2801,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.09_Health_Bulletin.pdf,NA,NA,0.71%,23.64,23642,140,11141000
10/05/2020,Uttarakhand,9668,Samples Sent,68,8990,194,NA,2514,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.10_Health_Bulletin.pdf,NA,https://t.me/indiacovid/4439,0.70%,24.35,24353,142,11141000
11/05/2020,Uttarakhand,9915,Samples Sent,68,9151,245,NA,2846,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.11_Health_Bulletin.pdf,NA,NA,0.69%,24.97,24975,146,11141000
12/05/2020,Uttarakhand,10471,Samples Sent,68,9390,436,NA,2805,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.12_Health_Bulletin.pdf,NA,NA,0.65%,26.38,26375,154,11141000
13/05/2020,Uttarakhand,10792,Samples Sent,70,9750,338,NA,2935,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.13_Health_Bulletin.pdf,NA,NA,0.65%,27.18,27184,154,11141000
14/05/2020,Uttarakhand,11294,Samples Sent,75,10157,386,NA,3600,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.14_Health_Bulletin.pdf,NA,https://t.me/indiacovid/4731,0.66%,28.45,28448,151,11141000
15/05/2020,Uttarakhand,12045,Samples Sent,79,10523,634,NA,4015,Facility,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4796,NA,NA,0.66%,30.34,30340,152,11141000
16/05/2020,Uttarakhand,12597,Samples Sent,88,10990,680,NA,4660,Facility,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4856?single,NA,NA,0.70%,31.73,31730,143,11141000
17/05/2020,Uttarakhand,13212,Samples Sent,92,11316,951,NA,4918,Facility,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1261943540193431552,NA,NA,0.70%,33.28,33280,144,11141000
18/05/2020,Uttarakhand,13870,Samples Sent,93,11812,1087,NA,6902,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.18_Health_Bulletin_1.pdf,NA,https://t.me/Covid19india_Auxiliary_Test_Data/55,0.67%,34.94,34937,149,11141000
19/05/2020,Uttarakhand,14691,Samples Sent,104,12242,1456,NA,5662,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.19_Health_Bulletin.pdf,NA,https://t.me/indiacovid/5109,0.71%,37.01,37005,141,11141000
20/05/2020,Uttarakhand,15503,Samples Sent,120,12945,1538,NA,5652,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.20_Health_Bulletin.pdf,NA,NA,0.77%,39.05,39050,129,11141000
21/05/2020,Uttarakhand,16528,Samples Sent,132,13808,1612,NA,4157,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.21_Health_Bulletin.pdf,NA,NA,NA,NA,NA,NA,NA
22/05/2020,Uttarakhand,18008,Samples Sent,151,14960,1968,NA,13172,Facility,NA,NA,NA,NA,NA,NA,http://health.uk.gov.in/files/2020.05.22_Health_Bulletin.pdf,NA,https://t.me/indiacovid/5316,NA,NA,NA,NA,NA
23/05/2020,Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/04/2020,West Bengal,659,Tested,37,568,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_01.04_.2020_.pdf,NA,NA,5.61%,1.66,1660,18,96906000
04/04/2020,West Bengal,1042,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00%,2.62,2625,NA,96906000
06/04/2020,West Bengal,1301,Tested,NA,NA,NA,6889,NA,Institutional,4010,NA,NA,NA,NA,21775,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_06.04_.2020(1)_.pdf,NA,NA,0.00%,3.28,3277,NA,96906000
07/04/2020,West Bengal,1487,Tested,NA,NA,NA,7997,NA,Institutional,4394,NA,NA,NA,NA,23969,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_07.04_.2020_.pdf,NA,NA,0.00%,3.75,3746,NA,96906000
09/04/2020,West Bengal,1889,Tested,NA,NA,NA,9905,NA,Institutional,5188,NA,NA,NA,NA,26025,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_09.04_.2020_.pdf,NA,NA,0.00%,4.76,4758,NA,96906000
10/04/2020,West Bengal,2095,Tested,NA,NA,NA,10468,NA,Institutional,5638,NA,NA,NA,NA,27068,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_10.04_.2020_.pdf,NA,NA,0.00%,5.28,5277,NA,96906000
11/04/2020,West Bengal,2286,Tested,126,NA,NA,10609,NA,Institutional,6329,NA,NA,NA,NA,28021,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_11.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.51%,5.76,5758,18,96906000
12/04/2020,West Bengal,2523,Tested,134,NA,NA,10730,NA,Institutional,6734,NA,NA,NA,NA,29168,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_12.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.31%,6.36,6355,19,96906000
13/04/2020,West Bengal,2793,Tested,152,NA,NA,11039,NA,Institutional,7081,NA,NA,NA,NA,30221,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_13.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.44%,7.04,7035,18,96906000
14/04/2020,West Bengal,3081,Tested,190,NA,NA,11470,NA,Institutional,7341,NA,NA,NA,NA,31330,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_14.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.17%,7.76,7761,16,96906000
15/04/2020,West Bengal,3470,Tested,213,NA,NA,12086,NA,Institutional,7729,NA,NA,NA,NA,32417,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_15.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.14%,8.74,8741,16,96906000
16/04/2020,West Bengal,3811,Tested,231,NA,NA,12196,NA,Institutional,8281,NA,NA,NA,NA,33400,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_16.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.06%,9.6,9599,16,96906000
17/04/2020,West Bengal,4212,Tested,255,NA,NA,12691,NA,Institutional,8780,NA,NA,NA,NA,34424,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_17.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.05%,10.61,10610,17,96906000
18/04/2020,West Bengal,4630,Tested,287,NA,NA,12998,NA,Institutional,9140,NA,NA,NA,NA,35447,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_18.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.20%,11.66,11662,16,96906000
19/04/2020,West Bengal,5045,Tested,310,NA,NA,13560,NA,Institutional,9598,NA,NA,NA,NA,36487,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_19.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.14%,12.71,12708,16,96906000
20/04/2020,West Bengal,5469,Tested,339,NA,NA,14330,NA,Institutional,9870,NA,NA,NA,NA,37508,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_20.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.20%,13.78,13776,16,96906000
21/04/2020,West Bengal,6182,Tested,392,NA,NA,15259,NA,Institutional,10243,NA,NA,NA,NA,38554,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_21.04_.2020_.pdf,NA,NA,6.34%,15.57,15572,16,96906000
22/04/2020,West Bengal,7037,Tested,423,NA,NA,15784,NA,Institutional,11089,NA,NA,NA,NA,39597,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_22.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,6.01%,17.73,17725,17,96906000
23/04/2020,West Bengal,7990,Tested,456,NA,NA,16278,NA,Institutional,11380,NA,NA,NA,NA,40605,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_23.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.71%,20.13,20126,18,96906000
24/04/2020,West Bengal,8933,Tested,514,NA,NA,16766,NA,Institutional,11576,NA,NA,NA,NA,41724,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_24.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.75%,22.5,22501,17,96906000
25/04/2020,West Bengal,9880,Tested,571,NA,NA,17233,NA,Institutional,12018,NA,NA,NA,NA,42858,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_25.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.78%,24.89,24887,17,96906000
26/04/2020,West Bengal,10893,Tested,611,NA,NA,17733,NA,Institutional,12369,NA,NA,NA,NA,43892,https://www.wbhealth.gov.in/uploaded_files/corona/Bulletin_West_Bengal_26.04_.2020_.pdf,NA,https://www.mohfw.gov.in/,5.61%,27.44,27438,18,96906000
