Updated On,State,"RT-PCR Test(Includes TrueNat,CBNAAT,CRISPR)",RAT(Rapid Antigen Test),Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine...12,Tag (People in Quarantine),Total People Released From Quarantine,Total People Currently in Quarantine...15,Tag(People in Quarantine),Cumulative People in Home Isolation,Total People Currently in Isolation,Tag(People in Isolation),People released from Home Isolation,"Cases outside Home Isolation i.e Institutional Isolation,Hospital Etc.",Cumulative People in Surveillance,Total People Currently in Surveillance,Tag(People in Surveillance),People released from Surveillance,Cumulative People in Observation,People released from Observation,People on ICU Beds,People on Ventilator,People on O2 Beds,Beds Occupied(Normal/Isolation),Total Num ICU Beds,Total Num Ventilators,Total Num of O2 Beds,Total Num Beds (Normal/Isolation),Total PPE,Total N95 Masks,COVID Enquiry Calls,Number of Containment Zones,Cumulative Number of Symptomatic Cases,Cumulative Number of Asymptomatic Cases,Unknown(Nature of Cases),Tag(Nature of Cases),Male(Confirmed Cases),Female(Confirmed Cases),Transgender(Confirmed Cases),Unknown(Confirmed Cases),Male(Deceased Cases),Female(Deceased Cases),Transgender(Deceased Cases),Unknown(Deceased Cases),Source1,Source2,Source3,Source 4
04/02/2021,Uttarakhand,NA,NA,NA,2167413,Tested,NA,2071029,8480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1357309304357945347?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
05/02/2021,Uttarakhand,NA,NA,NA,2175808,Tested,NA,2079377,6984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1357682710257434631?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
06/02/2021,Uttarakhand,NA,NA,NA,2184998,Tested,NA,2088520,6656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1358035121182437385?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
07/02/2021,Uttarakhand,NA,NA,NA,2190489,Tested,NA,2093996,4803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.07_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
08/02/2021,Uttarakhand,NA,NA,NA,2195969,Tested,NA,2099433,7364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.08_Health_Bulletin(1).pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1354423939036897280?s=20,NA
09/02/2021,Uttarakhand,NA,NA,NA,2203190,Tested,NA,2106600,8387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.09_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1359121393816793090?s=20,NA
10/02/2021,Uttarakhand,NA,NA,NA,2210318,Tested,NA,2113693,8620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.10_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1359121393816793090?s=21,NA
11/02/2021,Uttarakhand,NA,NA,NA,2220621,Tested,NA,2123948,8991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.11_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1359121393816793090?s=21,NA
12/02/2021,Uttarakhand,NA,NA,NA,2230515,Tested,NA,2133793,15346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.11_Health_Bulletin_1.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1360215804587823104,NA
13/02/2021,Uttarakhand,NA,NA,NA,2240181,Tested,NA,2143415,13757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1360580342252331009,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
14/02/2021,Uttarakhand,NA,NA,NA,2247287,Tested,NA,2150467,6092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.14_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1360215804587823104,NA
15/02/2021,Uttarakhand,NA,NA,NA,2255193,Tested,NA,2158326,9528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1361305765072445441,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1360215804587823104,NA
16/02/2021,Uttarakhand,NA,NA,NA,2266583,Tested,NA,2169663,9036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.02.16_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1360215804587823104,NA
17/02/2021,Uttarakhand,NA,NA,NA,2286792,Tested,NA,2189828,6672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1362041050089447428,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1360215804587823104,NA
18/02/2021,Uttarakhand,NA,NA,NA,2294135,Tested,NA,2197130,8249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1362385220570279943,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
19/02/2021,Uttarakhand,NA,NA,NA,2303686,Tested,NA,2206655,9602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1362745731585433601,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
20/02/2021,Uttarakhand,NA,NA,NA,2312851,Tested,NA,2216194,7929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1363121986944163840,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
21/02/2021,Uttarakhand,NA,NA,NA,2319133,Tested,NA,2222446,4755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1363471623643222017,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
22/02/2021,Uttarakhand,NA,NA,NA,2325000,Tested,NA,2228281,6262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1363832600826011651,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
23/02/2021,Uttarakhand,NA,NA,NA,2333530,Tested,NA,2236757,6517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1364222189440917510?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
24/02/2021,Uttarakhand,NA,NA,NA,2341175,Tested,NA,2244355,7189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1364561356385439744?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
25/02/2021,Uttarakhand,NA,NA,NA,2359483,Tested,NA,2262646,7810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1364936359526367242,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
26/02/2021,Uttarakhand,NA,NA,NA,2369727,Tested,NA,2272837,8868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1365294264582737920,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
27/02/2021,Uttarakhand,NA,NA,NA,2384737,Tested,NA,2287788,11325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1365646886909014022,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
28/02/2021,Uttarakhand,NA,NA,NA,2406703,Tested,NA,2309111,7649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1366020297623699457/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
01/03/2021,Uttarakhand,NA,NA,NA,2417419,Tested,NA,2320400,7450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1366380676770013187,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
02/03/2021,Uttarakhand,NA,NA,NA,2426085,Tested,NA,2328996,7318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1366778677439074308,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
03/03/2021,Uttarakhand,NA,NA,NA,2436780,Tested,NA,2339646,8512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1367119543449972736,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
04/03/2021,Uttarakhand,NA,NA,NA,2445312,Tested,NA,2348078,7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7116,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA
05/03/2021,Uttarakhand,NA,NA,NA,2454398,Tested,NA,2357113,9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1367848268198158342/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
06/03/2021,Uttarakhand,NA,NA,NA,2463762,Tested,NA,2366399,10300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1368227251779563522/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
07/03/2021,Uttarakhand,NA,NA,NA,2471096,Tested,NA,2373674,7824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7150,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
08/03/2021,Uttarakhand,NA,NA,NA,2479995,Tested,NA,2382515,8893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1368227251779563522/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
09/03/2021,Uttarakhand,NA,NA,NA,2487980,Tested,NA,2390451,9599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7186,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
10/03/2021,Uttarakhand,NA,NA,NA,2500644,Tested,NA,2403079,7475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1369656458393001987/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
11/03/2021,Uttarakhand,NA,NA,NA,2520835,Tested,NA,2423201,6716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1370038392898138115,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
12/03/2021,Uttarakhand,NA,NA,NA,2536247,Tested,NA,2438547,16592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1370404460946550784/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
13/03/2021,Uttarakhand,NA,NA,NA,2551295,Tested,NA,2453541,14685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1370770478084853760/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
14/03/2021,Uttarakhand,NA,NA,NA,2560427,Tested,NA,2462621,9574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7270,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
15/03/2021,Uttarakhand,NA,NA,NA,2569444,Tested,NA,2471578,10009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7280,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,https://twitter.com/DDnews_dehradun/status/1370770478084853760/photo/2,NA
16/03/2021,Uttarakhand,NA,NA,NA,2577879,Tested,NA,2479948,9798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1371838635809640452/photo/2,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
17/03/2021,Uttarakhand,NA,NA,NA,2590074,Tested,NA,2492033,7259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7314?single,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
18/03/2021,Uttarakhand,NA,NA,NA,2599595,Tested,NA,2501466,8587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1372554042535120898?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
19/03/2021,Uttarakhand,NA,NA,NA,2610397,Tested,NA,2512169,12399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1372916195221905409,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
20/03/2021,Uttarakhand,NA,NA,NA,2621706,Tested,NA,2523395,15830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.03.20_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
21/03/2021,Uttarakhand,NA,NA,NA,2631682,Tested,NA,2533234,11918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7392,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
22/03/2021,Uttarakhand,NA,NA,NA,2643518,Tested,NA,2544966,11324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1373994490088759298?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
23/03/2021,Uttarakhand,NA,NA,NA,2657619,Tested,NA,2558973,12424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1374349668038049797,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
24/03/2021,Uttarakhand,NA,NA,NA,2669701,Tested,NA,2570821,12570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1374713956036710401,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
25/03/2021,Uttarakhand,NA,NA,NA,2678962,Tested,NA,2579890,13959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1375077972718153742?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
26/03/2021,Uttarakhand,NA,NA,NA,2692394,Tested,NA,2593136,13028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/DDnews_dehradun/status/1375431277319311368?s=20,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
27/03/2021,Uttarakhand,NA,NA,NA,2699095,Tested,NA,2599580,14557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/7488,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
28/03/2021,Uttarakhand,NA,NA,NA,2714881,Tested,NA,2615000,6374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://health.uk.gov.in/files/2021.03.28_Health_Bulletin.pdf,https://health.uk.gov.in/pages/display/140-novel-corona-virus-guidelines-and-advisory-,NA,NA
